text,label
"JUST IN: 1,200+ police officers on duty in Baltimore tonight, police officials say. News4 at 11 has latest: http://t.co/RQUctDCG6b",human
"""@HilariousSelfie:",human
"@kidrauhlsways ""First they ignore you, then they laugh at you, then they fight you, then you win."" - Mahatma Gandhi",bot
forehead kisses,bot
RT @timmynorris: Minnesota Boyz - Run Minnesota 2 [Unsigned Artist] http://t.co/GuUQgGOOmY,bot
my parents do so so much for me and my goal is to grow up and do the same for them when I get older so they don't have to worry,human
new phone wallpaper http://t.co/g5Fi7Db0Ed,human
@jmxo__ nice...,bot
UAE's 43rd National Day http://t.co/i2jNz9xnXR,human
One of the cooler Japanese sights would make any blizzard look like flurries. #SnowCorridor http://t.co/cVIrpHEAMI,human
@mckjackie FoLlOw Me.,bot
@niaxllmylovex cool,bot
"Why Refi?  You tell us.:  	Yesterday, we told you about President Obamaâ€™s proposal to cut through the red tape t... http://t.co/6jpbLDHz",bot
@CJsHandknits wow,bot
President Obama on Tuesday shortened the prison sentences of nearly two dozen drug convicts: http://t.co/o1nCrWfuhv,human
"Oh the thrill of control,like the rush of rock and roll,is the sweetest taste I've known. Oh yah so come on, Sugar Daddy, bring it home'",human
"Picard management tip: Unproven gods are not wasteful, tedious, nor impossible.",bot
@chicagoravegirl you need a vip account from #TALNTS,bot
Bought another notebook at the 100Ã‚Â¥ shop.. Because if reasons http://t.co/MQy4BZM7ia,human
Intellectual Robbery (Plagiarism) by @ArvindKejriwal Ã¢â‚¬â€œ Part 2 | https://t.co/iQ6607zKRX,human
.....*DRAMATIC MUSIC STOPS*......BLINDED BY THE TOGAMI,bot
@angiemilinazzo1 you need a vip account from #TALNTS,bot
*pays $99.16 at the vet to find out my dog has bad allergies*,human
"RT @Talnts: ""There is no substitute for hard work."" - Thomas Edison",bot
This morning's sunrise is beautiful! Don't forget to tweet us your #DCGram pics! http://t.co/lyUIij4mKx,human
A Computer Has Written A 'Novel' Narrating Its Own Cross-Country Road Trip https://t.co/NTNBs5ygDl,bot
@PoppaStoppa504 lmfaooo yea man just realize your happiness is more important than anybody else's and the shit start to kick in,bot
????Where is that emoji?? Oh!There it is I found it!!??,bot
God damn this tournament is insane this year,human
"@KneelBeforeMe_ ""Be yourself; everyone else is already taken."" - Oscar Wilde",bot
"@lalacamera ""Will you look back on life and say, ""I wish I had,"" or ""I'm glad I did""?"" - Zig Ziglar",bot
RT @itsbizkit: Nick Cannon's dating record:Kim KardashianNicole ScherzingerChristina MilianEva MarcilleMeagan GoodSelita EbanksMariaÃ¢â‚¬Â¦,bot
CHECK OUT NEW VIDEOS FROM #JAYZ #MJ #CAMRON &amp; MORE =&gt; http://t.co/g86wn1BmVe ON #BIGGBOYM... http://t.co/1VRqjrPoZB http://t.co/Eu2k2dTJJu,bot
Oh God Class!,bot
"By reading this tweet, you money.",bot
"""Always do your best. What you plant now, you will harvest later.""",bot
Proud to say that I've made it to every single Wichita State home game this year #WatchUs,human
Goodwill coming in strong http://t.co/X0GXkQxv2b,human
RT @MikeQuindazzi: 6 process #automation options to implement #digital labor. #ai #bpm #rpa #virtualassistants #robotics #bots https://t.coâ€¦,bot
//Meh. Screw it. #StillOnline,bot
"@savarafrica ""He that can have patience can have what he will."" - Benjamin Franklin",bot
"Emma Ing Senior HMI: real problem if govs says we are the best school, we are doing everything right. Always something to improve #ngaconf",bot
This hilarious! @emmathy http://t.co/VDk7zKxY9l,human
Porn Stars Describe The Worst Reaction TheyÃ¢â‚¬â„¢ve Ever Gotten From Someone Finding Out They Work InÃ‚ Porn http://t.co/UZ3bkXfNoX,human
"Ashleigh: ""you're never supposed to put two hamsters in the same cage"" Zach: ""they're stupid, like a furry rat"" #bbcan3",human
"Ã¢â‚¬Å“@curry4james: @buteracheers when your ""idol"" doesnt have a father herself",human
I hate being asked if I'm mad. LIKE NO THIS IS JUST MY FACE,human
That girl that snitched needs to take responsibility for her own actions but then again.. http://t.co/Y2cK5YTyez,human
@Daniil_Petroff amazing,bot
"As you can see by my windbreaker back puff, I str8 haul ass http://t.co/hA0N8WfZDZ",human
"My roommate has been gone for two weeks, and within five minutes of walking in the door has already broken the toilet.",human
"@fly_tek ""A courageous person is one who faces fearful things as he ought and as reason directs for the sake of what is noble."" - Aristotle",bot
Business Guide to Business to Business Internet Marketing on LinkedIn  http://t.co/tBRDAJqxWZ,bot
"take a drink whenever someone says ""it's a game"" #bbcan3",human
Programmer Analyst: Req ID : 427928BR_1 Job Code/Title : E1063:Programmer Analyst Sr Job Description : Position is in the Lockheed Martin Enterprise Business Services (EBS) organization supporting the Rotary and Mission Systems (RMS) Business Area. Thisâ€¦ https://t.co/djlg31RC8G https://t.co/s8Y9JZC67r,bot
"@simonilla ""Trying times are not the times to stop trying."" - Ray Owen",bot
Northern Whale's new mixtape is FIRE,human
@tylerhickman23 it's time,human
Run baby run don't ever look back they'll tear us apart if you give them the chance ??,bot
@getlow4lisa cccoooolllll,bot
"Corleone, Sicily: 5 Great Reasons to Visit http://t.co/uvUDCk5PgV via @BrowsingItaly I will need to visit next time I am in Sicily!",human
@MichaelFTMG http://t.co/d2Lo6ijYu9,bot
"@Enide_Ghost ""Not really.. Besides those pictures Lucy showed me."" Tom giggled at the thought of them.",bot
El Salvadoran lawmakers pardon Guadalupe after 7 years in jail for murder when she suffered an obstetric complication.HUGE step for humanity,human
IM CONFUSED ON HOW PEOPLE THINK THAT JUST BECAUSE WE DONT HAVE BALLOONS THAT LOOK LIKE WIENERS THAT WE HAVE NO SCHOOL SPIRIT!!!!!,human
"@ajaxxx ""Our chief want is someone who will inspire us to be what we know we could be."" - Ralph Waldo Emerson",bot
When everyone is using calculators on page 2 but I'm not so I must be getting everything wrong http://t.co/w3TRWb61FU,human
mock trial? theater in blazers. choir? theater with singing. band? theater with instruments. leadership? theater if it had money + power,human
A domain named does not count in my BIOS update reliability metrics.,bot
Selfie stick,human
i'm sorry but if your dog weighs under 25 lbs is it really a dog let's be honest,human
"@Logangarments ""Efficiency is doing things right; effectiveness is doing the right things."" - Peter Drucken",bot
Always cheating Mexico wtf,human
@_CalvinJ_ you need a vip account from #TALNTS,bot
Learn About Christianity as a Profession  http://t.co/SJmgASQHj7,bot
"Tonight, yay! Tomorrow, even more yay! Ha ha.",bot
@iwas__here oh really don't even try to think about cut your hair,bot
School is in less than a week and I haven't gone shopping at all,human
P590M worth of crops lost to dry spell in North Cotabato http://t.co/yTyMjoOqQP | @inqmindanao http://t.co/OvaDCGPc4G,human
"""Everyone makes mistakes"" hahaha quote of the day by Daniel Turner on about an ex ??????",bot
i'm done with gym. i will never have to take gym again for the rest of my life. this is amazing,human
"@ipromoChronikal ""The greatest mistake you can make in life is to be continually fearing you will make one."" - Elbert Hubbard",bot
"mrs heath is hands down, not only the best teacher but one of the best people i know. http://t.co/JOK7NNOlyG",human
"RT @Tai_KwonDoe: #J20Again #J20Again &lt;--Keep that shit retweeting, let the whole state be on the lookout! Let them know!!",bot
Commitment leads to action. Action brings your dream closer. - Marcia Wieder,bot
"If Jessica was at least smart I would care for her opinion but she's irrelevant, dumb, and talentless so I hope she khs",human
Anyone can feel it on github,bot
Cant wait to leave that mf,bot
EEEEE LAST MINUTE I ON WAY TO DISNEYLAND! #BIRTHMONTH MAGIC MAGIC MAGICÃ¢Ëœâ€ Ã¢Ëœâ€¦Ã¢Ëœâ€ Ã¢Ëœâ€¦Ã¢Ëœâ€ Ã¢Ëœâ€¦,human
"Apple Completes Shazam Acquisition, Will Make App Ad-Free For Everyone https://t.co/gTn8VWDxah",bot
RT FOR THE BOY WHOS NOT AFRAID OF SPIDERS BUT IS AFRAID TO LOSE HIS MAHOMIES,bot
Read the History of John Lennon  http://t.co/zge1y9ioyP,bot
"@dazzarg5 ""Necessity is the mother of taking chances."" - Mark Twain",bot
"Welp, there's finally a white guy with dreads on Chopped.",human
@DJTINYMITE great...,bot
"RT @MikeQuindazzi ""The office of #CFO is going #digital! 6 forces shaping the future of the #Finance function. #rpa #bigdata #dataanalytics #automationpic.twitter.com/5QgkKGRD89""",bot
???? / ????????? / pop'n music 13 ?????,bot
RT @NicholasDEvans: Instrumenting the human and socializing the machine https://t.co/AYdFrNxxa0 via @CIOonline #digitaltransformation #innoâ€¦,bot
@mefollowjustiin you need a vip account from #TALNTS,bot
think I want a fox http://t.co/jjNFkdYWWV,human
"@JWFOCKE ""Great discoveries and improvements invariably involve the cooperation of many minds."" - Alexander Graham Bell",bot
CHRIS MATTHEWS??!! I know they can't be talking about THIS one!!! #SuperBowlXLIX LOL http://t.co/4wKew0dwL8,human
"@degu_producer ""All great achievements require time."" - Maya Angelou",bot
@TheDailyShow Why should we send the bomb to Iran when they can make their own?,human
I really hope it rains,human
"@KingJaguar_ ""Don't worry about the world coming to an end today. It's already tomorrow in Australia."" - Charles Schulz",bot
Cheetos and Black Sails first before sightcycling.??,bot
"@GGE_Music ""People rarely succeed unless they have fun in what they are doing."" - Dale Carnegie",bot
"@hustleteampromo ""He was a bold man that first eat an oyster."" - Jonathan Swift",bot
Nokia in advanced talks to buy Alcatel-Lucent http://t.co/nclfXYCU4B http://t.co/hft6hrmtFQ,human
What makes you bad makes you better,human
second one of these today #EvictionEve http://t.co/y604fg1ARk,human
@lhillcrosbie you're awesome,bot
@NOVATHEGHOST Cool Page!,bot
"@MJPedone ""Confidence is a plant of slow growth in an aged bosom: youth is the season of credulity."" - William Pitt",bot
"""Management is doing things right; leadership is doing the right things."" - Peter Drucker",bot
I still get the chills watching that buzzer beater by Vince yesterday.,human
#WeCantDateIf you look like my ass,human
@RejMoney naw just type it in google,bot
"@HurleyWorldTrvl ""A problem is a chance for you to do your best."" - Duke Ellington",bot
@sbarnesphoto nice,bot
@BlueLuchiano Please follow me,bot
@Jay2AintShit you're awesome,bot
Writing Company Blogs that are Effective  http://t.co/Ql6qosbEQ3,bot
@eastcoastmp3 NICE,bot
"Set my alarm clock for 5:19.. If you don't know the significance of that, I don't know you. #MattWertz",human
"@KMGproductions1 ""Only he who can see the invisible can do the impossible."" - Frank L. Gaines",bot
"@BonjourJuliet ""Obstacles are those frightening things that become visible when we take our eyes off our goals."" - Henry Ford",bot
Dozens of women graduate from nursing and medical faculties in #khost province of #Afghanistan. #WomenEducation http://t.co/yidX4QHUJH,human
And of course it goes without saying I'd pay to see IÃƒÂ±arritÃƒÂº triangle choke Morten Tyldum.,human
"when ancient aliens come here, ""should I be talking about Apple making a car, or actually doing my job?""",bot
Fast &amp; Furious 7 fucked me up,human
Olive loves other little kids with such a huge heart. She does not discriminate. #loveher,human
"I like emotion, but it's visible that Winston is all over the place right now. Feliz in 2011 WS type stuff",human
@AlexMartinJ @willdabeast_320 @MitchEmzy @stooby_do @ADHDom_ And now you are all tagged.,human
"@NoSpacesScott ""Tell me and I will forget, show me and I might remember, involve me and I will understand."" - Confucius",bot
#ShoeGameUnreal http://t.co/Vh2AYIgrqO,human
"Fil-Am @conradricamora,the actor behind one of TVÃ¢â‚¬â„¢s hottest characters http://t.co/cjc0yr41jz #HowToGetAwayWithMurder http://t.co/QioIlRhQMG",human
Nikki Finke is secretly Nancy Grace.,human
Today was so funnnn(:,human
"@cousull ""Man is most nearly himself when he achieves the seriousness of a child at play."" - Heraclitus",bot
varnished white perissodactyl muted blue angry darkblue https://t.co/lhR35hlZpA,bot
"""Great things are not something accidental, but must certainly be willed."" - Vincent van Gogh",bot
@notlazer @callmeshitto @RogerJDorn but dude it has a drillbit hanging from the hitch. Oilfield cash baby,human
"No seriously don't buy an update, you have to buy weather, but in California you sure pay for it.",bot
"Bobby to Godfrey/Sarah: ""if you're sure you have Brittnee's vote, ok I'll be the swing guy"" #bbcan3",human
"Gently I place my hand in the sale threshold, but the transactions propagate instantly.",bot
"@Aljrhmn ""There is never a better measure of what a person is than what he does when he's absolutely free to choose."" - William M. Bulger",bot
@findzedd NICE,bot
"Picard leadership is to the next generation to speak in charge of your determination to map this one, so that make their mission.",bot
@kristie_lynnn &gt; Jackson,human
Jail everyone with white or clear framed oakleys and sexual assault would never happen,human
"@ChloeLowry2 ""Be yourself; everyone else is already taken."" - Oscar Wilde",bot
"what's goin on tonight, @Megano14326 wants to party http://t.co/tgyxR3Lpvm",human
"If it weren't for baseball, many kids wouldn't know what a millionaire looked like. - Phyllis Diller",bot
Learn About Benefits of iPads for Seniors  http://t.co/nmVcZrFAFg,bot
"Associate Software Engineer: Position Description As an Associate Software Engineer at Scientific Games you will work on the frontlines of a game development team. You will implement, debug, modify and generally support in-game features, development andâ€¦ https://t.co/MCZK7XT8SK https://t.co/8zXE1NjiYu",bot
it actually is https://t.co/nrRnPElxiz,human
"@drgpradhan i can't forget ur Voter Reg effort, in bad health. @anilkapur_ @delhitweeter @drjwalag @viveklkw",human
"""To change one's life; Start immediately. Do it flamboyantly. No exceptions."" - William James",bot
@danlew42 HELLO,bot
@Goofylady257 @MrsTroiano @PHSMixedCo @rshellard @CompanyPhs Ã¢ÂÂ¤Ã¯Â¸Â my PHS fam :),human
Had Wichita State and Michigan State #js,human
Ã¢â‚¬Å“@Ebron85: But!!! That Was A Catch.. My Brother Dez Did Get Robbed.. To Be HonestÃ¢â‚¬Â and he's a lion,human
"I won't be counting votes anytime soon, just FYI - it's waffle week #bbcan3",human
"Authorities haven't given up hope in finding the two missing Hoggle kids, but say they don't have any new leads. http://t.co/vTxS8gzHBi",human
"Disagreeing with you, and your response is to complain the HTML in my message isn't perfect, maybe I don't believe in you.",bot
Judge could be in mix in 2016. Severino has enough to play a role this year. RT @maestrovest how far is Judge &amp; Severino from the Majors?,human
PAY HIM HIS MONEY! @DezBryant #DezABeast,human
Arctic Monkeys &gt;&gt;&gt;&gt;,human
"Picard management tip: There is breaking down, youâ€¦ shouldâ€¦ umâ€¦",bot
"@_EricJordan_ ""Attitudes are more important than facts."" - Dr. Karl Menninger",bot
ERP (Enterprise Resource Planning) Systems Administrator: ERP (Enterprise Resource Planning) Systems Administrator Information Systems Technology. Chesterfield County is currently recruiting for the above.   An Equal Opportunity Employer Committed toâ€¦ https://t.co/oNT2eJmSpG https://t.co/Sle2a9la8N,bot
This guy just pulled down his shorts to pee http://t.co/ySe5iuIBsf,human
@Pierre_Producer awsome,bot
"Senior Research Project Manager: Original Posting Date 15-Dec-2017 Supervisory Organization Comprehensive Cancer Center â€“ Oncology Administration STARS Requisition number 47392BR University Job Title Research Associate 3, HSS Posting Position Titleâ€¦ https://t.co/u3S1ztkT2P https://t.co/15Q7L2rZnd",bot
The Yankees did get younger this off-season. They still need a lot of the older bats to come through and their offense comes down to that.,human
"Willow: ""I wanna be in the middle!"" Zach: ""it's like you snort Adderall every 6 hours"" #bbcan3 http://t.co/emXOh0xGUd",human
Storm sketch (stress) dump http://t.co/f8ouiHGbdu,human
Picard management tip: Don't piss off their work to divide your experts time well spent.,bot
And I will love with urgency but not with haste. #stresssketch #WandaMaximoff #PietroMaximoff http://t.co/6sYIsEWrN4,human
"Manager, Technical Support: Company Description Symbotics talented and diverse workforce develops disruptive robotic solutions for warehouse automation and supply chain transformation, which drives results and focuses on customer satisfaction. Ourâ€¦ https://t.co/ku2Ldm4wv6 https://t.co/oX8hWAIQUi",bot
561 Days until you can chose between Jeb Clinton and Hillary Bush,human
Ya'll drop buzzwords and nonsensical logic like every day is April Fools posts just aren't that good.,bot
delete delete,human
Why does the iPhone feel the need to correct haha to gaga,human
"Pack it in, everyone, no 'Fifty Shades' review is going to beat this Australian morning show anchor's. http://t.co/CIXLCoQs5n",human
RT @AffirmYourLife: Blog post &gt; Is your self-talk making you sick? - http://t.co/Na3hY4r4kD,bot
"""A wise man is he who does not grieve for the things which he has not, but rejoices for those which he has."" - Epictetus",bot
"Same here, ended on season 4 ""@WillionaireF: realized i never finished Dexter. like saving food for later""",bot
"Great Introduction to Emerson, Lake and Palmer  http://t.co/r7WhVhsXXb",bot
This reminds me of a certain free agent. https://t.co/CTc9JWU40R,human
Ã¢â‚¬Å“@JayDub0311: @BryanBroaddus Is Vince Wilfork too expensive for the Boys.Ã¢â‚¬Â I believe Paea might be in their sights.,human
"President Obama Makes the Case for the Buffett Rule:   	President Obama was in Florida today to talk about our... http://t.co/wldn2xnb",bot
"@NHLFlyers ""If you have the courage to begin, you have the courage to succeed."" - David Viscott",bot
Picard education tip: Your past successes are just suggestions.,bot
"White House Office Hours: Combatting the Spread of HIV/AIDS Among Women and Girls:  	There are approximately 1.2... http://t.co/rAQnqKac",bot
highkey wanna take a girl on a date in yokohama on a ferris wheel at night Ã¢ËœÂºÃ¯Â¸Â,human
"@jacksimms93 ""Well done is better than well said."" - Benjamin Franklin",bot
I just love when my computer breaks again when I have to start an essay due tomorrow,human
I thought today was Friday.,human
so it just kinda hit me that i'm gonna be sleeping on the floor of an airport tonight and i teared up,human
I'm aggressively douchey online but I'm a super normal boring person in real life,human
Even Sacramento agrees there was no tip there.,human
@msclaranok cool,bot
So the spring dance is the night before the SAT... Cool cool,human
I posted a new photo to Facebook http://t.co/UOBTmRGjME,bot
"i can't wait until the social justice warriors figure out that charisma, uniqueness, nerve and talent is an acronym for something...",human
"Not going to lie, this is close the the greatest thing ever. #sunshine http://t.co/ESW5VaTLwJ",human
"""I profoundly regret what happened."" - President Obama http://t.co/GdZa3n4kTh",human
Picard aesthetics tip: Excessive honesty tip: Tell your second in private. Don't piss off the main deflector dish.,bot
"widella literally said ""Goals"" and sent a pic of herself lol same http://t.co/9QrqoYRGfC",human
"If you take no risks, you'll never be hurt, but you won't really live, either. -Dr. James Shiovitz",bot
ANYWAY. We wonÃ¢â‚¬â„¢t make a GxG-less version. We like GxG. ItÃ¢â‚¬â„¢s okay if you donÃ¢â‚¬â„¢t :),human
@InesM_Md Follow me!,bot
@StoneCldStuntin nicee...,bot
I may stay in my robe all day today. Any objections??? #didntthinkso,human
Bye world.,bot
Sooo...Christmas in Washington http://t.co/6hYb9mPq83,human
"A man was so frustrated with ""fighting his computer"" that he took the machine into a back alley and shot it 8 times http://t.co/12r3kvp099",human
This fake movies in real movies supercut could use some Theory of Everything. http://t.co/XaQJLjPIuW,human
Damn that was a joke.,bot
Wtf why would you choose any of these guys over Cleanthony early?,human
Ã¢â‚¬Å“@RalphZilla_: @BryanBroaddus Gut feeling on Cole? You think he stays or another team picks him up?Ã¢â‚¬Â He is a RFA so likely stays.,human
"@prettypunk5sos ""Imagination is more important than knowledge."" - Albert Einstein",bot
"Austins truck just said ""fuel low"" and he looked at me and said ""there's no one else I'd rather be stuck on the side of the road with""",human
"@GianluigiDarge ""Honesty is the first chapter in the book of wisdom."" - Thomas Jefferson",bot
Picard happiness tip: Know who will follow suit.,bot
Can you hear my song?,bot
VelosoÃ¢â‚¬â„¢s deferred execution a chance to review drug conviction Ã¢â‚¬â€œ solons http://t.co/9cC3oVkjJb #MaryJaneLives http://t.co/GbeeX6lcnD,human
Don't think for a minute that I'm gonna sit around and sing some old sad song.,bot
We need new crossing guards.,human
As I've ever been let down by my government as much time on the Internet.,bot
@McCraesHair and now they do sex tape charts together http://t.co/Z40h9hB8Pj,human
It's important to regularly do something you're not good at.,human
"Network Administrator, Database Administrator: Network Administrator &amp; Database Administrator $5,857 â€“ $7,122 per month   EOE This company is an equal opportunity employer to all, regardless of age, ancestry, color, disability (mental and physical),â€¦ https://t.co/BeDlNZw9SB https://t.co/3B72Ffo5RR",bot
Sweet Jesus. Knowing this is my punishment for morbid curiosity. http://t.co/sJa90xBCxu,human
"Now Eddie Redmayne is talking about the ""extraordinary twinkle"" in Stephen Hawking's eye. KILL ME KILL ME NOW",human
"Wait, is Chris Christie a Cowboys fan? That's the opposition's attack ad right there.",human
@mandywritesLove wow,bot
"Real education must ultimately be limited to men who insist on knowing, the rest is mere sheep-herding. - Ezra Pound",bot
Don't hurt me no more,bot
"His eyes melt, the color of your money.",bot
"@Summertime_Drop Watch ""Run Minnesota 2"" on YouTubehttps://t.co/ZFK8tPob3S",bot
Missing my boy about now,human
"@introvertedHuey ""It takes less time to do a thing right, than it does to explain why you did it wrong."" - Henry Longfellow",bot
Date: 280214,bot
This kid is a fishing fool. See you in a couple weeks @jbreezy3 can't wait to hit the lake with you and the boys. http://t.co/XX1hGjpf1c,human
@GriceldaDipirro Please follow me,bot
"Check Out this Introduction to Dallas, Texas  http://t.co/QJB8WOfwWj",bot
"Kevin, Godfrey, Bruno, Sarah, Ketchup, Pilar all had assignments, and maybe more - looks like Ashleigh didn't #bbcan3 http://t.co/QdEucBDvmd",human
lol @BrunosThumb is now on twitter,human
Manager Publications 2:   Job Description â€“ Manager Publications 2 (18004040) Manager Publications 2 Requisition ID : 18004040 Location : United States-California-Sunnyvale US Citizenship Required for this Position: Yes Relocation Assistance: Relocationâ€¦ https://t.co/oGaAqNYcve https://t.co/TVQ7eN2lh5,bot
Read the History of the Beach Boys  http://t.co/UHs0cVhT6S,bot
Shot a super fun San Francisco City Hall wedding today with @sethrestaino. Perfect weather.,human
"MTS Developer: Nutanix Inc. has openings in San Jose, CA: MTS Developer (Req #8CA01); Member Technical Staff (Req #8CA02); Member of Technical Staff (Req #8CA03); Member of Technical Staff, QA (Req #8CA04); Sr. Member of Technical Staff (Req #8CA05);â€¦ https://t.co/FsM9S6wNSD https://t.co/TZibVIaHQX",bot
If Georgia is so much betterGo backPlease.I WILL BUY YOU A PLANE TICKET TO LEAVE,human
"If I'm iced in tomorrow, it's me and #FrankUnderwood in the bedroom all day. @HouseofCards",human
"@avaswaggg ""Vision is the art of seeing things invisible."" - Jonathan Swift",bot
A little elf just told me @sethrestaino (Santa) just pre-ordered the Nikon DF for me. Oh my gah.,human
"Zach: the monotomy is killing me Willow: at least you 2 have each other, I have to pretend to be a lesbian #bbcan3 http://t.co/lOL6AJtk0Y",human
"""no, it's a jeep, if I wanted a hummer I would've asked your sister.""",bot
All you have to do is know where you're going. The answers will come to you of their own accord. -Earl Nightingale,bot
"To that insignificant green and yellow team,See you at the World SeriesOh wait I won't",human
when I see shade about me http://t.co/97QRZQsvbM,human
"@gauravranpara ""Opportunities multiply as they are seized."" - Sun Tzu",bot
Tomorrow night we're having a huge #FanHang and we'll broadcast live from Buffalo Wild Wings in Addison. Come Hang with us @kandc1053,human
Call a sex line and act like you're ordering a pizza.,bot
Cleveland: where our players and fans have no idea what a sideline is for.,bot
@MiTSUNrugi very cool,bot
"@BOSSHOGG_IVL ""He who is contented is rich."" - Lao Tsu",bot
@DJBillyLight !,bot
Starting Gossip Girl,human
Still trying to figure out why I thought things would be different this time,human
"Instead of cash, you get cybered.",bot
"The @News4Today team, @AdamTuss and @MoletteGreen are up early #working4you this Easter morning. Have a great day! http://t.co/PmOYWClS74",human
"Yes, I have imposter syndrome is you're constantly surprised you aren't just understood by matching geography.",bot
"@domenicvilela ""We've all got issues in life. You make the most of what you can do. "" - Jason Smyth",bot
"Heard a lot about the making of Orgazmo tonight, so get excited when I get that transcribed in a few days.",human
"@a_good_movement ""The world hates change, yet it is the only thing that has brought progress."" - Charles F. Kettering",bot
"UPDATE: NBC News reporter Pete Williams confirms a man committed suicide near the Capitol, left behind a suitcase. Capitol on lock down.",human
girl scout cookie go day is february 14th this year!! never too early to start thinking about your go to cookie girl this season :-),human
Southern California Sees Its Longest Streak of Bad Air In Decades https://t.co/DlSreowXDi,bot
damn east coast I miss u but Cali recuperation saturdays like http://t.co/8sxWarAwQV,human
"Honestly, the #Rangers need to be in one of those leagues where the coaches are standing on the field.",human
@Mr_Emmi very cool,bot
that moudaber noiiiiiiiise,human
HAHAHAHHA I love when my grandma DM's me http://t.co/yhd82PpRsl,human
"Sugar color test.........hummmmmmmmmm, not sure about it, I may try some more http://t.co/1T6QsSKRNS",human
Some are against a nightmare scenario.,bot
I think to clear up to be the victim of a war dinosaur husbandry operation on another planet,bot
"@EileenLarg ""The key is not to prioritise what's on your schedule, but to schedule your priorities."" - Stephen Covey",bot
"President Obama Wants You to Know How Your Tax Dollars Are Spent:   	On Wednesday, we released the updated Fed... http://t.co/W8CngsZt",bot
"Five card stud, nothing wild. And the sky's the limit - Captain Jean Luc Picard - Last Line of Star Trek the Next Generation",bot
SCRUM Master â€“ TS/SCI:   Job Description â€“ SCRUM Master â€“ TS/SCI (18008526) SCRUM Master â€“ TS/SCI Requisition ID : 18008526 Location : United States-Virginia-Fairfax US Citizenship Required for this Position: Yes Relocation Assistance: No relocationâ€¦ https://t.co/EVeqAPUVRU https://t.co/8hqtpROs23,bot
The Spillway http://t.co/JQLXhRzj1u,bot
Read the History of Joni Mitchell  http://t.co/KwsPhkPG4m,bot
Totally Cool 80s Retro iPhone Case http://t.co/tsF3TQPZdO,bot
@Satkumoro New FX forecast at http://www.fxstreet.com/technical/market-view/the-chartist-analysis/2010-03-11.html. Please follow me.,bot
"""If you go as far as you can see, you will then see enough to go even farther."" - John Wooden",bot
"@almuneef88 ""You can't build a reputation on what you are going to do."" - Henry Ford",bot
@16_Kelsey @Lauren_Rogers30 @chloe_gilmore16 @AlexisCarolineH @Brittney007 snip snip hoe http://t.co/VEkyJ7Fvuw,human
the view from our hotel room,human
She's out of surgery. We'll get to see he shortly. #Lucy http://t.co/pdYuk8VFZX,human
FINE LIVING: (21:00) World's Greatest Motorcycle Rides #StaseraInTV,bot
The trinity #snl40 http://t.co/HANOj6gNlf,human
Fishin https://t.co/niNRy3wOFG,human
"I went through baseball as a player to be named later."" - Joe Garagiola",bot
#CamAndNashNewVideo what's your favorite song,bot
"Finance and IT Manager: Finance and IT Manager The Brattleboro Food Co-op has an immediate need for a Finance and Information Technology Manager. Reporting to our General Manager, this position oversees all of our financial and IT management operations.â€¦ https://t.co/ReRAEIac7z https://t.co/SsKvo2SUBD",bot
NASA Unveils a Very Cool New Space Suit  http://t.co/oMzEc024Lm,bot
So it's a Grade 1 strain for Tanaka. http://t.co/5RfmW8KI4V,human
"@EmceeDreadz ""To create something you must be something."" - Johann Wolfgang von Goethe",bot
everyone hookin' up and me http://t.co/FC8k1oWhBP,human
@_melissahhhh very cool,bot
A kid my dad coaches just told him he saved his life. My father puts his heart and soul into coaching and this is why #proud,human
s/o to all my followers today,human
"@iamtobistic ""I find that the harder I work, the more luck I seem to have."" - Thomas Jefferson",bot
They should remove Metro from Windows became more reliable than BSD.,bot
"DFA: Veloso now a witness, complainant vs alleged recruiter http://t.co/ilHOtvfzVZ | @AHeginaINQ #MaryJaneLives http://t.co/WWRs8wgMnH",human
"Every time I pick a See's candy and get a cherry one, I just know there's a rogue chocolatier laughing his evil dick off somewhere.",human
"@ggyuwne ""Only he who can see the invisible can do the impossible."" - Frank L. Gaines",bot
@BUBBLEWHORAN awsome,bot
AMD's Vega Graphics Are Coming To Gaming Laptops https://t.co/PEH9FLv1ky,bot
"I like my girl to be lowkey, all about her money and all about me.",human
"@Georgia_Canavan ""The only thing that interferes with my learning is my education."" - Albert Einstein",bot
"(*pushes glasses up nose*) I knew Screech was a piece of shit way before he stabbed that guy. (*brushes bangs out of face, sips latte*)",human
Woman who designed Ã¢â‚¬ËœWelcome to Fabulous Las VegasÃ¢â‚¬â„¢ sign dies http://t.co/vZphApaLW9 | @AP http://t.co/kCGNpI5jkv,human
@Ak3ofCT wow,bot
"i honestly can't wait for prom season to be over.... i can't with these tacky ass ""prom-posals"" on my timeline",human
Caleb chat on the feeds.. and an impression by Jordan lol #bbcan3,human
"Ask an Expert: How Are We Helping Underwater Borrowers?:  	On Thursday, Secretary of Housing and Urban Developme... http://t.co/xJjXSC7R",bot
some kid was talking like he knew the eagles then said don't we play the 49ers cause they lost this week... I wanted to slap him so hard,human
"@ChrisCrocker ""Failure is the condiment that gives success its flavour."" - Truman Capote",bot
"""Steven Seagal looks like Jim Belushi, a Komodo dragon and a sack of hickory chips accidentally entered a teleporter at the same time.""",human
